,ID,Birth Year,Gender Flag,Skillset1,Skillset1 Weight,Skillset2,Skillset2 Weight,City of profile,Country of profile,Education,Elite Institution,Start Date,StartFlag,End Date,EndFlag,CurrentEmployFlag,Length,Role,Dept,Company,Company_Norm,Ticker,Exchange,PublicFlag,Location,Industry,EducationFlag,DegreeType,EliteFlag,Dummy1,Dummy2,Dummy3,Dummy4,Layoff Date,Company Name,Employees Affected
0,69c3c1bc-c81a-3af3-8a9c-cae2cbf69853,2001,2,Software Engineering,0.475242383,Mobile Telecommunications,0.203332229,San Francisco,United States,5,0,2014/1/1,FALSE,2016/1/1,FALSE,FALSE,730,"Technical Leader II (Inter Cloud Fabric),technical,leader,2",,Cisco,Cisco,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,1/20/2016,"Cisco Systems, Inc.",123
0,8ad5fcf0-6186-3f7f-a36e-349941870cf8,1987,2,Video and Film Production,0.659956973,Social Media and Communications,0.098439601,Los Angeles,United States,4,0,2015/1/1,FALSE,2016/1/1,FALSE,FALSE,365,"Assistant Project Manager,project manager,assistant",,GoPro,GoPro,GPRO,XNAS,TRUE,san francisco bay area,333316,FALSE,,FALSE,,,BBG001LWHLJ8,1.54E+12,1/15/2016,"GoPro, Inc.",77
0,4902d367-6d80-3348-93b7-6da3d213ae32,1982,0,Software Engineering,0.385139026,Product Management,0.29621328,San Jose,United States,4,0,2012/5/1,TRUE,2015/9/1,TRUE,FALSE,1218,"Program Manager | Product Manager (Consultant at Cisco Systems),program manager,product manager,consultant",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,san francisco bay area,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,9/14/2015,"Cisco Systems, Inc.",20
0,2f5ce9ff-3b84-3990-a118-1c83796ad07e,1984,0,Electrical Engineering,0.862293318,IT Management and Support,0.122541888,Bengaluru,India,5,1,2017/8/1,TRUE,2017/11/1,TRUE,FALSE,92,"Software Engineer,software engineer",TECHNOLOGY,Oracle India Pvt. Ltd,Oracle India Pvt. Ltd,ORCL,XNYS,TRUE,"bengaluru area, india",511210,FALSE,,FALSE,,,BBG000BQLTW7,1.54E+12,10/31/2017,"Oracle America, Inc.",964
0,c6d11371-751e-3174-8cb4-952847f14227,1992,2,Software Engineering,0.63706184,Healthcare,0.249471704,Fremont,United States,4,1,2017/5/1,TRUE,2017/8/1,TRUE,FALSE,92,"Software Engineering Intern,software,engineering,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,"san jose, ca",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.53E+12,7/27/2017,"Cisco Systems, Inc.",9
0,cbeff744-6b00-3b36-b564-a7c307fc8328,1994,0,Software Engineering,0.587366593,Web Development,0.22371336,San Francisco,United States,4,0,2013/6/1,TRUE,2015/8/1,TRUE,FALSE,791,"Software Engineer Intern,software engineer,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,"san jose, ca",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/22/2015,"Cisco Systems, Inc.",192
0,4b07cdc4-5673-3161-89d4-5d8f1d5e14c9,1994,0,Software Engineering,0.569184594,Web Development,0.184416296,San Francisco,United States,4,0,2016/5/1,TRUE,2016/8/1,TRUE,FALSE,92,"Software Engineer Intern,software engineer,intern",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,"san jose, california",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,8/18/2016,"Cisco Systems, Inc.",899
0,3d85001c-7b21-3da3-9ea2-3385a37d97a6,1989,0,Administration,0.390247708,Social Media and Communications,0.196240121,San Francisco,United States,4,0,2016/9/1,TRUE,2018/3/1,TRUE,FALSE,546,"Sales Development Representative Wavefront,sales,development,representative,"",""",MARKETING,VMware,VMware,VMW,XNYS,TRUE,"palo alto, ca",541512,FALSE,,FALSE,,,BBG000BC9938,1.54E+12,3/12/2018,"VMware, Inc",159
0,99b39ea0-5cfc-3682-8162-8febf6cd9feb,1977,2,Legal,0.976398553,Military,0.023494404,Palo Alto,United States,7,1,2017/1/1,FALSE,2018/1/1,FALSE,FALSE,365,"Corporate Counsel Privacy and Data Security,counsel,"","",data,security","OPERATIONS,BUSINESS",Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view, california",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,1/17/2018,Symantec Corporation,33
0,6db69c37-4338-33fa-a306-d4fef5080ba7,2001,1,Social Media and Communications,0.339157508,Sales,0.292027626,Sacramento,United States,4,0,2012/7/1,TRUE,2015/9/1,TRUE,FALSE,1157,"Sr. Manager Business Management and Communications Security Business Group,senior,manager,"","",business,management,communications,security","OPERATIONS,MANAGEMENT",Cisco,Cisco,CSCO,XNAS,TRUE,san francisco bay area,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.47E+12,9/14/2015,"Cisco Systems, Inc.",20
0,5fcff308-51bd-3755-95f9-2aa7ddc2ce15,1970,2,Software Engineering,0.23372899,Web Design,0.204279086,Canberra,Australia,5,0,2012/1/1,FALSE,2014/1/1,FALSE,FALSE,731,"Game Design,design",MARKETING,Zynga,Zynga,ZNGA,XNAS,TRUE,"san francisco bay area & bangalore, india",511210,FALSE,,FALSE,,,BBG000VD6768,1.54E+12,1/30/2014,ZYNGA INC.,395
0,db62fa90-e0c0-373d-97ff-569fef8c666d,1980,2,Non-Profit and Community,0.583006685,Human Resources,0.189861273,El Segundo,United States,4,0,2015/3/1,TRUE,2015/10/1,TRUE,FALSE,214,"Lead Chief of Staff U-verse Care,lead,chief",OVERSIGHT,AT&T,AT&T,TBB,XNYS,TRUE,"dallas, tx",517210,FALSE,,FALSE,,,BBG000BSJK37,1.54E+12,9/29/2015,AT&T,219
0,84ea677f-7218-3db2-8f50-dd4c1e985db1,1982,1,Web Development,0.697825263,Software Engineering,0.143393645,,United States,5,1,2015/6/1,TRUE,2015/8/1,TRUE,FALSE,61,"Technical Field Sales Engineering Intern,technical,sales,engineering,intern","MARKETING,TECHNOLOGY",Cisco,Cisco,CSCO,XNAS,TRUE,"san jose, ca",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/22/2015,"Cisco Systems, Inc.",192
0,a57cfb69-6fa3-30a2-bcd1-64039fb99219,1968,2,Sales,0.61931853,Operations Management,0.311561673,San Francisco,United States,4,0,2014/9/1,TRUE,2017/7/1,TRUE,FALSE,1034,"Senior manager strategic partner alliance,senior manager,"",""","OVERSIGHT,BUSINESS",Hitachi Data Systems,hitachi,,UNITED STATES,FALSE,"beijing city, china",51,FALSE,,FALSE,,,,1.54E+12,7/14/2017,Hitachi Data Systems,48
0,a21074d2-8e21-3aa6-b4c9-2fb318d8a58c,2001,2,IT Management and Support,0.991784193,Software Engineering,0.004533159,San Jose,United States,0,0,2000/8/1,TRUE,2014/12/1,TRUE,FALSE,5235,"Senior Principal Support Engineer,support engineer,senior,principal",MARKETING,Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view,ca",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.13E+13,12/1/2014,Symantec Corporation,25
0,13bacf3c-e434-3665-b73c-76f29f79b487,1977,1,Software Engineering,0.764310418,Mobile Telecommunications,0.207524862,San Francisco,United States,4,1,2011/10/1,TRUE,2016/11/1,TRUE,FALSE,1858,"Manager Software Engineering,manager,"","",software,engineering",TECHNOLOGY,Cisco Systems,Cisco Systems,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,11/2/2016,"Cisco Systems, Inc.",42
0,9df99278-3bcc-3734-a0a2-30eb5a3bc387,1986,0,Electrical Engineering,0.992433395,Mobile Telecommunications,0.005847924,San Francisco,United States,4,0,2007/9/1,TRUE,2018/8/1,TRUE,FALSE,3987,ASIC development engineer,,Western Digital,Western Digital,WDC,XNAS,TRUE,,334112,FALSE,,FALSE,,,BBG000BWNFZ9,1.54E+12,8/27/2018,"Western Digital Technologies, Inc.",79
0,7c0f7794-0ee4-3dbd-bb3a-6f2aef8dbef2,1980,0,Web Design,0.736930468,Data Analysis,0.257058404,,United States,0,0,2013/10/1,TRUE,2016/3/1,TRUE,FALSE,882,"User Experience Researcher,researcher",TECHNOLOGY,VMware,VMware,VMW,XNYS,TRUE,"palo alto, ca",541512,FALSE,,FALSE,,,BBG000BC9938,1.54E+12,3/28/2016,"VMware, Inc",170
0,6f14a6ef-5fd8-3360-8021-c8fe614c46d3,1984,1,Mobile Telecommunications,0.744948189,Software Engineering,0.130474066,San Francisco,United States,5,0,2015/11/1,TRUE,2015/12/1,TRUE,FALSE,30,"Sr. WLAN System Test Engineer,test engineer,senior,network",,Qualcomm,Qualcomm,QCOM,XNAS,TRUE,san francisco bay area,334413,FALSE,,FALSE,,,BBG000CGC1X8,1.54E+12,11/20/2015,Qualcomm Incorporated,130
0,e9debd8a-c113-32fd-8161-7f72fb487870,1988,0,Electrical Engineering,0.841857673,Mobile Telecommunications,0.114533402,Hillsboro,United States,4,0,2012/2/1,TRUE,2015/7/1,TRUE,FALSE,1246,"Hardware Engineer,hardware engineer",PRODUCTION,Intel Corporation,Intel Corporation,INTC,XNAS,TRUE,"folsom , ca",334413,FALSE,,FALSE,,,BBG000C0G1D1,1.54E+12,7/15/2015,Intel Corporation,165
0,f053653e-059b-3910-9521-5497a563d367,2001,1,Product Management,0.68822174,Software Engineering,0.292872447,San Francisco,United States,0,0,2012/5/1,TRUE,2017/8/1,TRUE,FALSE,1918,"Sr IT Engineer,senior,it,engineer",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/27/2017,"Cisco Systems, Inc.",9
0,710b969e-48a3-39f4-8230-9c81cb013e54,1967,2,IT Management and Support,0.520226871,Sales,0.43093593,Seattle,United States,6,1,2012/1/1,FALSE,2017/1/1,FALSE,FALSE,1827,"Consulting Systems Engineer Software and Solutions team,systems engineer,consulting,"","",software","TECHNOLOGY,BUSINESS",Cisco Systems,Cisco Systems,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,1/17/2017,"Cisco Systems, Inc.",25
0,c609606b-9386-3a1a-9cbe-7e3b62969919,1976,2,Sales,0.84314095,Mobile Telecommunications,0.142129508,San Francisco,United States,6,0,2013/4/1,TRUE,2015/10/1,TRUE,FALSE,913,"Manager Product Management,manager,"","",management",,Cisco,Cisco,CSCO,XNAS,TRUE,san jose,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,9/14/2015,"Cisco Systems, Inc.",20
0,42e6f3c4-41ba-3c20-b9c4-d80bd9a016b2,1973,2,Sales,0.463379443,Mobile Telecommunications,0.207111279,Amsterdam,Netherlands,5,0,2014/8/1,TRUE,2015/8/1,TRUE,FALSE,365,"Asset Manager,manager",,Cisco,Cisco,CSCO,XNAS,TRUE,"kraków area, poland",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/22/2015,"Cisco Systems, Inc.",192
0,952cc2e7-98c6-3f8f-ba51-c39cac04f604,1985,2,Software Engineering,0.879914056,Product Management,0.104240364,,Costa Rica,0,0,2017/5/1,TRUE,2017/8/1,TRUE,FALSE,92,"Senior QA Automation Engineer,quality assurance,senior,engineer","PRODUCTION,TEHNOLOGY",Intel Labs,Intel Labs,INTC,XNAS,TRUE,costa rica,334413,FALSE,,FALSE,,,BBG000C0G1D1,1.54E+12,8/15/2017,Intel Corporation,93
0,13d9cad9-45df-371d-8b02-5da4cab1d189,1992,0,Software Engineering,0.634410042,Web Development,0.188731104,San Francisco,United States,4,0,2014/1/1,TRUE,2016/4/1,TRUE,FALSE,821,"IT Engineer,it,engineer",TECHNOLOGY,Cisco,Cisco,CSCO,XNAS,TRUE,"research triangle park, nc",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,4/27/2016,"Cisco Systems, Inc.",83
0,6a03fe1d-590c-3373-8940-b70abf501b46,1988,2,Mobile Telecommunications,0.949996399,IT Management and Support,0.044435638,Norco,United States,4,0,2012/11/1,TRUE,2015/7/1,TRUE,FALSE,972,"High Touch Technical Support Engineer (Routing),technical support engineer",MARKETING,Cisco Systems,Cisco Systems,CSCO,XNAS,TRUE,"san  jose,ca",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/22/2015,"Cisco Systems, Inc.",192
0,58535a10-af3d-33d0-9467-e42e65ab835d,1978,2,Software Engineering,0.742008811,Mobile Telecommunications,0.145718393,San Francisco,United States,4,0,2015/1/1,TRUE,2015/8/1,TRUE,FALSE,212,"Senior Systems Engineer,systems engineer,senior",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view, ca",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,7/8/2015,Symantec Corporation,13
0,22295837-fa49-3a90-91f3-18d15c79e199,1978,2,Sales,0.946411804,IT Management and Support,0.047501759,Minneapolis,United States,6,1,2016/3/1,TRUE,2016/12/1,TRUE,FALSE,275,"General Manager Web Protection,general manager,"","",web","TECHNOLOGY,OVERSIGHT",Intel Security,Intel Security,INTC,XNAS,TRUE,greater minneapolis-st. paul area,334413,FALSE,,FALSE,,,BBG000C0G1D1,1.54E+12,12/31/2016,Intel Corporation,84
0,80452c42-c779-3969-8450-929f68467cb3,1973,2,Mobile Telecommunications,0.793309339,Human Resources,0.080835808,San Jose,United States,0,0,2011/4/1,TRUE,2016/10/1,TRUE,FALSE,2010,"Sr. Director IP Router Product Introduction Deployment & Support,senior,director,"","",support","MARKETING,OVERSIGHT",Ericsson,Ericsson,ERIC,XNAS,TRUE,"san jose, california",334220,FALSE,,FALSE,,,BBG000BB0QF8,1.54E+12,10/21/2016,Ericsson Inc.,435
0,4cd91e40-fb5b-37a8-ba1b-3f2e5efed617,1979,1,Administration,0.457241618,Public Policy,0.133584907,San Francisco,United States,5,0,2016/8/1,TRUE,2017/7/1,TRUE,FALSE,334,"Product Management Intern,management,intern",,Cisco,Cisco,CSCO,XNAS,TRUE,san francisco bay area,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/27/2017,"Cisco Systems, Inc.",9
0,4e1c1c85-d0bb-39c3-a328-bbdcfb33ce75,1979,0,Finance,0.584657105,Industrial Management,0.181245007,San Francisco,United States,6,0,2015/1/1,TRUE,2016/12/1,TRUE,FALSE,700,"Financial Planning and Analysis,financial,planning","ACCOUNTING,BUSINESS",GoPro,GoPro,GPRO,XNAS,TRUE,"san mateo, california",333316,FALSE,,FALSE,,,BBG001LWHLJ8,1.54E+12,11/30/2016,"GoPro, Inc.",138
0,ec70fe78-5db5-31df-9d7a-776c4c2d7e20,1984,0,Software Engineering,0.456541024,Sales,0.139267178,San Francisco,United States,6,0,2015/6/1,TRUE,2015/8/1,TRUE,FALSE,61,"Product Management Intern,management,intern",,Cisco,Cisco,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.53E+12,7/22/2015,"Cisco Systems, Inc.",192
0,44fb0df4-cc2a-35eb-8263-d70d19797f51,1995,2,Finance,0.368794598,Data Analysis,0.139273144,San Francisco,United States,0,0,2015/8/1,TRUE,2016/7/1,TRUE,FALSE,335,"Associate Financial Analyst,financial analyst,associate",ACCOUNTING,Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view, ca",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,6/10/2016,Symantec Corporation,15
0,902f9ee3-240e-38a9-af56-67673998e0c5,2001,0,Manufacturing and Process Management,0.694834246,Electrical Engineering,0.285067338,San Francisco,United States,4,0,2013/5/1,TRUE,2017/9/1,TRUE,FALSE,1584,"Sr Staff Engineer Manufacturing Quality,staff engineer,senior,manufacturing,quality",PRODUCTION,Seagate Technology,Seagate Technology,STX,XNAS,TRUE,san francisco bay area,334112,FALSE,,FALSE,,,BBG000F0KF42,1.54E+12,9/25/2017,Seagate US LLC,95
0,79be9352-a68d-3b78-af42-d4159cd68fc1,2001,1,Finance,0.391051356,Business Development,0.3626815,San Francisco,United States,6,1,2015/1/1,TRUE,2015/10/1,TRUE,FALSE,273,"Service Finance Controller,service,finance,controller","MARKETING,ACCOUNTING",Cisco,Cisco,CSCO,XNAS,TRUE,san jose ca,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,9/14/2015,"Cisco Systems, Inc.",20
0,bb724941-2944-31c7-aa50-9a45917157e3,2001,2,Mobile Telecommunications,0.881979149,Software Engineering,0.034918298,,Ukraine,4,0,2014/5/1,TRUE,2017/2/1,TRUE,FALSE,1007,"Customer Support Engineer - Routing Protocols,customer support,support engineer",MARKETING,Cisco,Cisco,CSCO,XNAS,TRUE,"cracow, lesser poland district, poland",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,1/17/2017,"Cisco Systems, Inc.",25
0,7d7398f4-28da-3140-be8e-7dfb4d97c782,2001,2,Administration,0.304132041,Business Development,0.140788156,Mountain View,United States,0,0,2015/11/1,TRUE,2016/6/1,TRUE,FALSE,213,"Program Manager,program manager",,Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view, california",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,6/10/2016,Symantec Corporation,15
0,1e75cee5-d62c-348b-b519-53ad84ba6455,2001,1,Administration,0.878627272,Administration,0.039005381,San Francisco,United States,0,0,2015/7/1,TRUE,2016/12/1,TRUE,FALSE,519,"Office Manager,office manager",,GoPro,GoPro,GPRO,XNAS,TRUE,san francisco bay area,333316,FALSE,,FALSE,,,BBG001LWHLJ8,1.53E+12,11/30/2016,"GoPro, Inc.",138
0,5fbe2d02-c8f1-3287-90f2-3c3584563a48,1977,0,Software Engineering,0.935823014,IT Management and Support,0.050910431,San Francisco,United States,5,0,2013/9/1,TRUE,2015/9/1,TRUE,FALSE,730,"Principal Software Engineer,software engineer,principal",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,TRUE,,511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,8/7/2015,Symantec Corporation,60
0,c539082c-13b7-347e-bfd5-a953e909357c,2001,2,Human Resources,0.430838378,Data Analysis,0.282504986,San Francisco,United States,5,0,2011/10/1,TRUE,2015/12/1,TRUE,FALSE,1522,"HR Business Partner,human resources,business,partner","HR,OVERSIGHT",Qualcomm,Qualcomm,QCOM,XNAS,TRUE,san francisco bay area,334413,FALSE,,FALSE,,,BBG000CGC1X8,1.54E+12,11/20/2015,Qualcomm Incorporated,130
0,560f963c-f8e3-352c-8c45-7e72947acb1a,1989,1,Sales,0.381263709,Administration,0.19919253,Munich,Germany,4,0,2015/2/1,TRUE,2016/1/1,TRUE,FALSE,334,"Human Resources Generalist,human resources",HR,GoPro,GoPro,GPRO,XNAS,TRUE,"san mateo, ca",333316,FALSE,,FALSE,,,BBG001LWHLJ8,1.54E+12,1/15/2016,"GoPro, Inc.",77
0,73924788-22db-3fda-974c-bb846fd3a13b,1977,2,Sales,0.415663551,Human Resources,0.206727553,San Francisco,United States,4,1,2016/8/1,TRUE,2018/1/1,TRUE,FALSE,518,"Contributing Writer,writer",,The Huffington Post,The Huffington Post,VZ,XNYS,TRUE,san francisco bay area,517210,FALSE,,FALSE,,,BBG000HS77T5,1.54E+12,1/15/2018,Verizon,190
0,40d7de98-24ee-3a07-958f-b59ce80e7e97,1995,2,Administration,0.238798627,Digital Marketing,0.231788835,San Jose,United States,4,1,2016/5/1,TRUE,2016/8/1,TRUE,FALSE,92,"FP&A Intern,a,intern",,Symantec,Symantec,SYMC,XNAS,TRUE,"mountain view, california",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,8/24/2016,Symantec Corporation,77
0,6293746c-bb2a-3c97-adce-66066a1fd004,1986,2,Software Engineering,0.648693693,Web Development,0.279733993,Greater Jakarta,Indonesia,4,0,2014/1/1,FALSE,2015/1/1,FALSE,FALSE,365,"Software Engineer II,software engineer,2",TECHNOLOGY,Symantec,Symantec,SYMC,XNAS,TRUE,"culver city, california",511210,FALSE,,FALSE,,,BBG000BH2JM1,1.54E+12,1/1/2015,Symantec Corporation ,12
0,636e8f13-a76c-3783-bdeb-2df68b686308,2001,2,Finance,0.712404454,Business Development,0.100874269,San Francisco,United States,5,0,2014/3/1,TRUE,2015/8/1,TRUE,FALSE,518,"Financial Analyst,financial analyst",ACCOUNTING,Cisco,Cisco,CSCO,XNAS,TRUE,"san jose, california",334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,7/22/2015,"Cisco Systems, Inc.",192
0,1ecd5d03-fa46-31f6-a3a5-ce7c721ecfcb,2001,0,Electrical Engineering,0.440422472,Software Engineering,0.296296315,San Jose,United States,0,0,2010/1/1,TRUE,2016/11/1,TRUE,FALSE,2496,"Staff Software Engineer,software engineer,staff",TECHNOLOGY,Ericsson,Ericsson,ERIC,XNAS,TRUE,"san jose, california",334220,FALSE,,FALSE,,,BBG000BB0QF8,1.54E+12,10/21/2016,Ericsson Inc.,435
0,fe972e01-8a86-3868-bc30-b3c832dffffc,1966,2,Mobile Telecommunications,0.97994593,Industrial Management,0.000815148,San Francisco,United States,4,0,2007/6/1,TRUE,2014/11/1,TRUE,FALSE,2710,"Technical Leader. Engineering,technical,leader,engineering",TECHNOLOGY,Cisco Systems,Cisco Systems,CSCO,XNAS,TRUE,,334210,FALSE,,FALSE,,,BBG000C3J3C9,1.54E+12,10/10/2014,"Cisco Systems, Inc.",1005
0,c99f73d7-e430-3394-aecf-b29a84d7a4f5,1981,0,Software Engineering,0.698996345,IT Management and Support,0.126730313,San Francisco,United States,5,0,2012/10/1,TRUE,2015/7/1,TRUE,FALSE,1003,"Senior Software Engineer,senior software engineer",TECHNOLOGY,Intel Corporation,Intel Corporation,INTC,XNAS,TRUE,san francisco bay area,334413,FALSE,,FALSE,,,BBG000C0G1D1,1.54E+12,7/15/2015,Intel Corporation,165
0,e8cc8d5a-d516-3f54-9807-b7bf1cd01a35,2001,0,Web Development,0.509874471,Software Engineering,0.465849769,San Francisco,United States,0,0,2013/10/1,TRUE,2016/12/1,TRUE,FALSE,1157,"Senior DevOps Engineer,senior,engineer",,GoPro,GoPro,GPRO,XNAS,TRUE,san francisco bay area,333316,FALSE,,FALSE,,,BBG001LWHLJ8,1.54E+12,11/30/2016,"GoPro, Inc.",138
0,0d7ae6ec-408a-3e5c-8e86-86013990525f,1966,2,Web Design,0.68276705,Software Engineering,0.174100196,San Francisco,United States,4,1,2011/9/1,TRUE,2014/3/1,TRUE,FALSE,912,"Software Architect,software,architect",TECHNOLOGY,Zynga,Zynga,ZNGA,XNAS,TRUE,san francisco bay area,511210,FALSE,,FALSE,,,BBG000VD6768,1.54E+12,1/30/2014,ZYNGA INC.,395
